kind,basis,deg,iters,matrix_id,total_ms,apply_us,deltaF_final,deltaF_traj
full,cheb,3,5,0,18.679199973121285,0.0,16.162946701049805,31.9419;20.9819;18.9215;17.3962;16.1629
full,cheb,3,5,1,19.23419995000586,0.0,16.18531608581543,31.9982;20.9936;18.9383;17.4208;16.1853
full,cheb,3,5,2,18.80190003430471,0.0,16.164661407470703,32.0165;20.9879;18.9239;17.4002;16.1647
full,cheb,3,5,3,17.88729999680072,0.0,16.162004470825195,31.8912;20.9633;18.9029;17.3879;16.162
full,cheb,3,5,4,17.741099989507347,0.0,16.186521530151367,32.0372;20.9988;18.9373;17.4189;16.1865
full,cheb,4,3,0,12.82630005152896,0.0,15.533407211303711,31.9419;18.904;15.5334
full,cheb,4,3,1,12.654700025450438,0.0,15.56248664855957,31.9982;18.9288;15.5625
full,cheb,4,3,2,12.72560004144907,0.0,15.537357330322266,32.0165;18.9134;15.5374
full,cheb,4,3,3,13.285799999721348,0.0,15.525559425354004,31.8912;18.8824;15.5256
full,cheb,4,3,4,12.907300028018653,0.0,15.562241554260254,32.0372;18.9284;15.5622
full,cheb,4,4,0,17.19230000162497,0.0,13.22117805480957,31.9419;18.904;15.5334;13.2212
full,cheb,4,4,1,16.912999970372766,0.0,13.238384246826172,31.9982;18.9288;15.5625;13.2384
full,cheb,4,4,2,16.834500012919307,0.0,13.222820281982422,32.0165;18.9134;15.5374;13.2228
full,cheb,4,4,3,16.721599968150258,0.0,13.227234840393066,31.8912;18.8824;15.5256;13.2272
full,cheb,4,4,4,16.893799998797476,0.0,13.254814147949219,32.0372;18.9284;15.5622;13.2548
full,cheb,4,5,0,21.24490001006052,0.0,11.40363883972168,31.9419;18.904;15.5334;13.2212;11.4036
full,cheb,4,5,1,21.28919999813661,0.0,11.41142749786377,31.9982;18.9288;15.5625;13.2384;11.4114
full,cheb,4,5,2,21.903300017584115,0.0,11.405970573425293,32.0165;18.9134;15.5374;13.2228;11.406
full,cheb,4,5,3,22.050199971999973,0.0,11.417150497436523,31.8912;18.8824;15.5256;13.2272;11.4172
full,cheb,4,5,4,22.37510000122711,0.0,11.444859504699707,32.0372;18.9284;15.5622;13.2548;11.4449
full,cheb,5,3,0,14.597699977457523,0.0,13.071139335632324,31.9419;17.7057;13.0711
full,cheb,5,3,1,14.370199991390109,0.0,13.094491958618164,31.9982;17.7382;13.0945
full,cheb,5,3,2,14.427100017201155,0.0,13.073881149291992,32.0165;17.7215;13.0739
full,cheb,5,3,3,14.896699984092265,0.0,13.076784133911133,31.8912;17.6868;13.0768
full,cheb,5,3,4,14.712999982293695,0.0,13.10974407196045,32.0372;17.7414;13.1097
full,cheb,5,4,0,19.66680004261434,0.0,10.21203327178955,31.9419;17.7057;13.0711;10.212
full,cheb,5,4,1,19.482199975755066,0.0,10.214759826660156,31.9982;17.7382;13.0945;10.2148
full,cheb,5,4,2,19.790899998042732,0.0,10.218792915344238,32.0165;17.7215;13.0739;10.2188
full,cheb,5,4,3,19.594699959270656,0.0,10.230818748474121,31.8912;17.6868;13.0768;10.2308
